mhat,0.55,0.6,0.7,0.8,0.9,1.0
2,0.0002780731002009567,0.0002050665975989667,0.00010866986049570824,5.521518600028507e-05,2.6757261947705024e-05,1.2337143269564917e-05
4,1.0132308948989453e-07,5.1985810950981465e-08,1.2945103839315065e-08,2.9340501375951056e-09,5.996269230692581e-10,1.1040301105093892e-10
8,1.955535506154009e-15,3.7727408721947965e-16,1.3381811281330944e-17,3.942253102773681e-19,9.259661966319661e-21,1.7429267337217865e-22
16,2.923222691909612e-28,3.7286003723336886e-29,4.004701689161043e-29,9.663546088957395e-30,2.5915313331674646e-30,8.985618748533088e-30
24,9.052302146927551e-28,1.5974433330725489e-27,9.941619558047801e-28,3.1554436208840472e-30,4.44966854351227e-30,8.985618748533088e-30
32,7.858564545077677e-24,3.155443620884047e-28,1.9568680830138724e-28,6.520428419717426e-30,1.0366125332669858e-29,1.874777245064311e-29
40,8.060780342036613e-21,2.9650174558979784e-22,3.6126674015501457e-26,7.099748146989106e-30,5.33269971929404e-28,7.499108980257243e-29
