,2,4,8,16,24,32
0.55,0.003719879735374909,0.003910686359615556,0.004589415345924719,0.005207370828111624,0.005136054061252726,0.016250623298237454
0.65,0.0030679946179077433,0.003455208668392329,0.003954843350148729,0.004435840983281314,0.004434006996426154,0.004959259531614912
0.75,0.002621550650560578,0.0030893068820111447,0.0035745484831767316,0.003753169823890068,0.003819009988688893,0.004169507323431465
0.85,0.0023107485046385268,0.0027840533535526957,0.003189660573428954,0.0032629332795454102,0.00324609306411916,0.003472271062439969
0.95,0.0020954857089642287,0.002526150992132381,0.0028384519767081784,0.002816916492497934,0.0028292842581943978,0.002895143323331295
1.0,0.002015341561572903,0.0024113769937871288,0.0026821383326741666,0.0026184243180097377,0.002617885158486599,0.002661394201084133
