,2,4,8,16,24,32
0.55,0.0011050307725657185,0.0008567162733449326,0.0013616065656680452,0.0028158865434035106,0.00406385828666309,0.005102464980596593
0.65,0.0014657521926519318,0.0018174776143136018,0.0023749370793870925,0.003172764020142584,0.00378706016386743,0.0042763892832960206
0.75,0.0013405293214928898,0.001495439336787094,0.0017554377605087511,0.0021093741020308527,0.0023688741175892634,0.00257379282290129
0.85,0.0010691408978902707,0.0011090667055059266,0.001200646173236945,0.001324307356988171,0.0014135756877859775,0.001484304553384695
0.95,0.0008240832232302207,0.0008027517894437486,0.0008066761043807488,0.0008224173566654974,0.0008364536861430466,0.0008475875459445028
1.0,0.00024296335769732996,0.0002135902891273582,0.00019713284829923184,0.00018766722555394415,0.00018329410507683585,0.00018166189626437097
