,2,4,8,16,24,32
0.55,0.023296942008176336,0.014178629884879612,0.020152371431415572,0.041611256061885094,0.06781730430927047,0.08852287222077182
0.65,0.016514653007384972,0.025518217474080007,0.03562618233515269,0.04832720211741259,0.06099878063084185,0.06984127427634879
0.75,0.01591766165601749,0.021480090793318585,0.026032776312312045,0.03218571932454228,0.036649084638447516,0.04094759901369338
0.85,0.013066034647073455,0.0156443645950588,0.017147685634743004,0.019605977287153964,0.021320095506535353,0.022612116020672923
0.95,0.010252597456052337,0.010815361113523325,0.010757302731184026,0.011356692844218363,0.011726623756019183,0.011950374066532321
1.0,0.0031142731623714504,0.0032073842516238127,0.0033622485352882148,0.0030628210857135407,0.0029961862256240313,0.0030731752144466107
